"title","task_title","note"
"Restaurants","12 restaurants to try in Montreal in 2015 - Blog And The City","Foodies, here are 12 restaurants to try in Montreal in 2015. \nhttp://blog-and-the-city.com/en/12-restaurants-to-try-in-montreal-in-2015/"
"Restaurants","The 38 Essential Montreal Restaurants, January 2015","Time to deliver the new Eater 38 for Montreal, which answers the question that begins with, ""Can you recommend a restaurant ...?""\nThis indispensable bunch, listed in alphabetical order, covers... \nhttp://montreal.eater.com/maps/the-38-essential-montreal-restaurants-january-2015"
"Restaurants","Le Mousso: nouveau restaurant d'Antonin Mousseau-Rivard","Détails sur le nouveau restaurant du chef Antonin Mousseau-Rivard Le Mousso dans le Village. \nhttp://www.tastet.ca/2015/09/10/le-mousso-nouveau-restaurant-dantonin-mousseau-rivard/"
"Restaurants","The 38 Essential Montreal Restaurants, July 2015","Montreal is awash in fine restaurants. \nhttp://montreal.eater.com/maps/best-montreal-restaurants-38"
"Restaurants","Adamo: nouvelle pizzéria de Tony Campanelli dans St-Henri","Détails sur l'ouverture d'Adamo, la nouvelle pizzéria de Tony Campanelli, rue Notre-Dame dans St-Henri. \nhttp://www.tastet.ca/2015/09/09/adamo-nouvelle-pizzeria-de-tony-campanelli-dans-st-henri/"
"Restaurants","LE MENU | Pizzeria Magpie |","http://www.pizzeriamagpie.com/amherst/le-menu/"
"Restaurants","Le Chien Fumant","http://www.lechienfumant.com/fr/menu/"
"Restaurants","Great Montreal restaurants that are open late | Will Travel For Food","My list of favourite Montreal restaurants that are open late or that offer late night menus. \nhttp://willtravelforfood.com/2015/02/27/montreal-restaurants-open-late/"
"Restaurants","Takht-E Tavoos (College and Dufferin $ lunch)","http://www.urbanspoon.com/r/10/1768486/restaurant/Bloordale-Brockton-Wallace-Emerson/Takht-E-Tavoos-Toronto"
"Restaurants","Nice",""
"Restaurants","Valley",""
"Restaurants","Ma poule mouillee","Sao Jorge cheese poutine with chicken and grilled chouri"
"Restaurants","Chipotle","Carnitas* - sunflower oil :(\nWhite Rice\nFajita Vegetables*\nMild Salsa\nLettuce\nGuacamole?\n\nChips fried in Sunflower Oil"
"Restaurants","Red Robin","Guac Bacon Burger\nRoyal Red Robin Burger\nCalifornia Chicken Burger\nAvo-Cobb-O Chicken Salad\nFryer Oil: hydrogenated soybean\n\nThe Guacamole used in the Guacamole Burger does contain cumin.\n\nThe Royal Red Robin is with the addition of the Red Robin Seasoning after it is grilled, request with no Red Robin Seasoning and this would then meet your request.\n\nThe Guacamole and Seasoning for the California Chicken Burger do contain seasonings you wish to avoid, request with no guacamole and no Red Robin Seasoning and then this will meet your request.\n\nAvo-Cobb-O Salad – Request with no Red Robin Seasoning and avoid the side of garlic bread and then this would meet your request."
"Restaurants","[沙田][豬扒飯] Brotherhood","Brotherhood\n\n地址：沙田崗背街9-11號全輝中心B座21號地舖\n\n營業時間：星期一至日: 11:30-23:00\n\n電話：5226 0919"
"Restaurants","[大坑]　順興車仔麵大牌檔","大坑京街第一巷 (天后B出口)\n"
"Restaurants","@All day breakfast","Brick Lane Gallery\n尖沙咀棉登徑17-23號地下\n\n"
"Restaurants","Soland","中環機利文新街6號3樓\n余仁生對正街口, 生果檔側巷仔入\n\n\n"
"Restaurants","Jamon Iberico Pata Negra Restaurant","Frank Istueta referral"
"Restaurants","Die fünf Top-Adressen in Frankfurt sind","Platz 45 - Restaurant Français\n\nPlatz 54 - Tiger-Gourmetrestaurant\n\nPlatz 64 - Restaurant Lafleur\n\nPlatz 155 - Carmelo Greco\n\nPlatz 177 - Erno's Bistro"
"Restaurants","Top Notch","Sat06/20/15@5pm: Tom Rak and I drove past Top Notch on our way to the Golden Corral after the White Sox Game, and there were quite a few vehicles in the parking lot, so it must be open now. \n\nBig changes at The Golden Corral, per my notes in the Golden Corral file. "
"Restaurants","Choppers (Wicker Park) for Burger","Choppers\nWicker Park\nChoppers' quarter-pound char-broiled burger is packaged Whopper-style with lettuce, tomato, grilled onions, mustard, ketchup, and mayo on a toasted bun."
"Restaurants","Brunch: Morrisville, the brunch box, 10970 chapel hill rd, ","Ahh Tuna wrap\nFrench toast candied bacon \nSausage gravy biscuits\n"
"Restaurants","Apex: Mesa Fresca Diner","Breakfast all day\nPork carnitas\nEponymous burrito: 2 over easy eggs, beans, pots, cheese, salsa, bacon\n"
"Restaurants","Taco Veloz","http://www.tacoveloz.com/"
"Restaurants","Rincon Latino","http://rinconlatinoatlanta.com/"
"Restaurants","Mary Mac's Tea Room","http://www.marymacs.com/"
"Restaurants","Beef & Brew","http://www.beef-and-brew.co.uk/"
"Restaurants","Sedap","http://www.sedap.co.uk/nonflash.html"
"Restaurants","Eenmaal","http://eenmaal.com/\nonepersonrestaurant, EENMAAL, STUDIO JOB, MVGCA, Marina van Goor, disconnection, temporary disconnection, hyper connected society, \neenzaamheid, public space, being alone in public safe, social design, statement, design office, Amsterdam, creative agency, \nsocial brand, tedx, creative mornings, freunde von freunden"
"Restaurants","Bagels","http://www.voiceplaces.com/new-york/black-seed-bagels-38676654-l\n\nabsolute bagels - 108 and bdwy\n"
"Restaurants","new ues","Meijin Ramen: This much-buzzed-about UES ramenya offers three different kinds of both chicken- and beef-based ramen broths as well as one vegetarian option. But beef broth is the specialty here, with varieties ranging from the house-named Mei-jin miso ramen (with beef, bean sprout, corn, arugula, bamboo, naruto, green onion, garlic chips, sesame and chile oil) to the Spicy Chili (made with ground beef, bean sprout, arugula, naruto, watercress, bamboo, green onion, sesame, garlic, chips, chile pepper and ra-jan chile oil). 1574 Second Ave.; 212-327-2800\n\nXi'an Famous Foods: Jason Wong's popular and rapidly expanding Chinese food chainlet that began in Flushing recently opened one of its largest locations on the Upper East Side. Bonus coolness: their website has a real-time traffic meter letting you know how busy it is at any given time inside this location. 328 E. 78th St.; 212-786-2068"
"Restaurants","welogin","مش شغال على الفيرفوكس تسجيل الدخول"
"Restaurants","Links","http://ec2-52-17-48-192.eu-west-1.compute.amazonaws.com"
"Restaurants","Promotions","مرات بيزبطش إضافة بروموشن جديد"
"Restaurants","Add New Item","أحيانا وانا برفع صورة لوجبة بيطلع خطا بالرفع و بيصير الرابط \nhttps://foodrink.ae/KFC/items/242\nفبضطر اعيد مرة تانية اعبي البيانات \nوارجع على الصفحة الرئيسية https://foodrink.ae/manager"
"Restaurants","Add item","Additions with meal-> copy options frm item-> بيقدرش يجلب قائمة كبيرة مثلا 6 خيارات\nفي Size / Price\n شغالة تمام بيقدر يجلب 6 "
"Restaurants","Vik's Chaat-Berkeley","Snack foods- Indian food. Puff.\n\nrecommended by Andrea."
"Restaurants","KW - Sloppy Joe's","Mit Live Bands \nIn Duval Street"
"Restaurants","Mon petit cheri","Bakery"
"Restaurants","La Forquilla","http://m.eltenedor.es/es_ES#!/restaurant/la-forquilla/9415"
"Restaurants","Cala Blanca","http://m.eltenedor.es/es_ES#!/restaurant/cala-blanca/46545"
"Restaurants","Orb-south wedge",""
"Restaurants","Den Haag","Il Senso\nMaxime \nOaker\n(jappaner denneweg)\nDekxels\n(straat noordeinde)\nmazie Den haag"
"Restaurants","Asia Holiday","www.asiaholiday-hamburg.de\n\nAusschläger Weg 41\n20537 Hamburg\nTel. : 040 250 50 79\n\nMo -  Fr 16 - 22\nSa, So, Fei 12.30 -  22"
"Restaurants","Vietnamesische Restaurants","Ren ishii\nKleine Reichenstrasse 18\n20457 Hamburg\n\nMo / Fr 09 / 20 Uhr\n\n\nNgan Tinh\nMönckebergstrasse 7\n20095 Hamburg\n\nMo/ So  11.30 / 21.00\n"
"Restaurants","Restaurantempfehlungen für Paguera","Los Poetas\nNaranjos 4, 07160 Paguera \neinheimische mallorquinische Küche\n\nSa Finca\nBoulevard 65 \neinheimische mallorquinische Küche\n\nLa Hacienda\nCalle Pau Casals 1, 07160 Peguera, Mallorca, Spanien\n+34(0)971 685473\n Calle Ametllers 1 \n\nkhonthai\ncalle de oriente 1 | 07160 paguera/mallorca, Peguera, Mallorca, Spanien\nThailänder\n\nEl Paraiso\nCarrer Atalaya 16 \n\nRestaurant La Gritta\n Calle Espiga 9\n+34 97 168 6022 \nman braucht ein Auto, um hinzukommen\nCafe del Soul\n Paseo de la Playa, 62 \n\nCasa Enrique\n C./Nica \n\nZur Muschel Pasta und mehr.. täglich ab 11:00 Uhr\nC./ Eucaliptus 9 - Tel. 971-685586\n\nBar EUCALYPTUS - Tapas und vieles mehr…\nC./ Eucaliptus 8 - Tel. 971-686820\n\nFeliciano\nCarrer Gavines 21\n0034 971 687485\n\nCasa Rustica\nCalle Oliveira 5\n0034971686484\n\nFantastic Kitchen\nCalle Pins 7\n0034971689017\nSuper Chinese tolles Essen\n\n"
"Restaurants","Copper House Hamburg","Wendland / wendicat"
"Restaurants","Egmond aan Zee","Natuurlijk\n\nDr. Wiardi Beckmanlaan 6\n1931 BW Egmond aan Zee\n\nAngelo's\n\nPompplein 3\n1931 Egmond aan Zee\n\nMiramare\n\nVoorstraat 149\n1931 AK Egmond aan Zee\n\nDe Chinese Muur\n\nZuiderstraat 42, Egmond aan Zee 1931GE, Niederlande\n072-5065526"
"Restaurants","La Dentellière","Am W Wochenende alleine mit Sabine"
"Restaurants","The Tradesman","Alabama and 20th"
"Restaurants","Farmhouse Kitchen","Thai\n19th & Florida"
"Restaurants","Unlimited Label | Caffe Esprit | Strandzuid | Zuidpool | Vondelpark3 | Vondelpark3 Home","4 bijzondere horecagelegenheden met unieke identiteit, bijzondere horeca evenementen gelegenheden Amsterdam unieke identiteit gastvrijheid kwaliteit gezelligheid flexibiliteit professionaliteit \nhttp://www.unlimitedlabel.com/nl/vondelpark3/vondelpark3-home/"
"Restaurants","Los Pilones - Cantina Mexico","http://www.lospilones.com/"
"Restaurants","Pompstation Amsterdam - Amsterdam","Hot Spot in Amsterdam bar restaurant Pompstation. Bar Restaurant Pompstation is een nieuwe plek voor de dynamische, creatieve en kosmopolitische Amsterdammer om te borrelen, te dineren en te genieten van bijzondere wijnen. \nhttp://www.pompstation.nu/"
"Restaurants","Pompstation Amsterdam - Amsterdam","Hot Spot in Amsterdam bar restaurant Pompstation. Bar Restaurant Pompstation is een nieuwe plek voor de dynamische, creatieve en kosmopolitische Amsterdammer om te borrelen, te dineren en te genieten van bijzondere wijnen. \nhttp://www.pompstation.nu/"
"Restaurants","Café-Restaurant de Plantage","Café-Restaurant de Plantage is gevestigd in de voormalige ‘Ledenlokalen’ van Artis. De 19de-eeuwse serre is een parel in Amsterdam waarvan bijna niemand het bestaan wist. De lichte ruimte heeft een weids en groen uitzicht op het vrij toegankelijke Artisplein. Daar, onder de oude platanen is ook het zonnige terras, met heel dichtbij de dieren van Artis.\nDe keuken, onder leiding van Chef Koen van Brunschot, voert een kleurrijke kaart met verse ingrediënten en specerijen met invloeden uit de Medite... \nhttp://caferestaurantdeplantage.nl/#home"
"Restaurants","Karl Car Strauss Costa Mesa",""
"Restaurants","10 Of The Best Cafes In Sydney’s Inner West | The Urban List","http://www.theurbanlist.com/sydney/a-list/10-of-the-best-cafes-in-sydneys-inner-west From coffee to cronuts, soy lattes to sourdough, these Sydney cafes show how the (inner) west was won."
"Restaurants","Dakshin South Indian Restaurant","http://www.yelp.com/biz/dakshin-south-indian-restaurant-louisville"
"Restaurants","Sake Blue Japanese Restaurant","http://www.yelp.com/biz/sake-blue-japanese-bistro-louisville"
"Restaurants","Proof on Main","http://www.yelp.com/biz/proof-on-main-louisville"
"Restaurants","El Camino","http://www.yelp.com/biz/el-camino-louisville"
"Restaurants","Varanese","http://www.yelp.com/biz/varanese-louisville"
"Restaurants","Volare Ristorante","http://www.yelp.com/biz/volare-ristorante-louisville-2"
"Restaurants","Mayan Cafe","http://www.yelp.com/biz/mayan-cafe-louisville"
"Restaurants","Eiderdown","http://www.yelp.com/biz/eiderdown-louisville"
"Restaurants","Wiltshire","http://www.yelp.com/biz/wiltshire-louisville"
"Restaurants","Louvino","http://www.yelp.com/biz/louvino-louisville"
"Restaurants","Cene Italian Trattoria","http://www.yelp.com/biz/cena-italian-trattoria-louisville"
"Restaurants","211 Clover Lane","http://www.yelp.com/biz/211-clover-lane-louisville"
"Restaurants","Decca Restaurant","Decca Restaurant \nhttp://www.yelp.com/biz/decca-restaurant-louisville"
"Restaurants","Game","http://www.yelp.com/biz/game-louisville"
"Restaurants","Corbett's","http://www.yelp.com/biz/corbetts-louisville"
"Restaurants","Milkwood","http://www.yelp.com/biz/milkwood-louisville"
"Restaurants","Pasinger Pumpenwerk","http://www.pasinger-pumpenwerk.de/\n\nhttp://www.sueddeutsche.de/muenchen/pasinger-pumpenwerk-kulinarische-wundertuete-1.2280455"
"Restaurants","Burns $$$",""
"Restaurants","El Mexicano","For lunch! Closes early"
"Restaurants","Dr. To's","Weichselstraße 54\n12045 Berlin\nDeutschland\n\nMo – So	\n6:00pm- 2:00am\n"
"Restaurants","Salero",""
"Restaurants","Köln: Colina (kubanisch)","www.colinakoeln.de"
"Restaurants","Brasa's--Peruvian","Clearwater off highland"
"Restaurants","Santorini","Hotel: Honeymoon Petra Villas!"
"Restaurants","Foon Hai (on William)","As recommended by Candy Penner may 30/15"
"Restaurants","Plaza restaurant (on Watt)","As recommended by Candy Penner may 30/15"
"Restaurants","Vanxai","As recommended by Candy Penner may 30/15"
"Restaurants","Asia City","As recommended by Candy Penner may 30/15"
"Restaurants","Ye's Buffet (st. James area)","616 st James street right across from polo park"
"Restaurants","Junior - Griffintown","The best Filipino is found in eateries, known as “carinderias” in open-air markets in the... \nhttps://www.facebook.com/juniorsnackbar"
"Restaurants","Trilogie - Mile-Ex","Restaurant de Saveurs Asiatiques \nhttps://www.facebook.com/trilogielodeifong"
"Restaurants","Restaurant Grenadine (BYOW/Quartier Latin)","Cuisine française et fusion / French fusion cuisine, Apportez votre vin / BYOB \nhttp://grenadine.ca/"
"Restaurants","8 Montreal Restaurants With Affordable, Authentic Latin American Food","A resident expert weighs in. \nhttp://montreal.eater.com/maps/best-latin-american-restaurants-montreal-arepera-chilenita-taqueria"
"Restaurants","Saka-Ba! - Plateau","Saka-ba est le nouveau bar a ramen du Plateau. Les plats sont préparés avec des ingrédients de première qualité : cochon par Turlo, nouilles par M. Goto et différents bouillons tels que le bouillon de porc, de poulet et de homard ! \nhttp://saka-ba.com/"
"Restaurants","KazaMaza (Mile End)","Middle-Eastern cuisine, serving Syrian / Lebanese food in the Mile End, Montreal - Cuisine Moyen-Orientale \nhttp://kazamaza.ca/"
"Restaurants","Lili.Co - Plateau","Cuisine du marché signée David Pellizzari \n// Jolis Vins - Cocktails \n// Souper - Lunch - Brunch \nhttps://www.facebook.com/restaurantlilico"
"Restaurants","Dobe & Andy","1103 St Urbain St (Chinatown)"
"Restaurants","La Cuisine d'Izza - Mile End","Venez découvrir ou redécouvrir les vraies saveurs du Maroc au cœur de Montréal! Salon de Thé \nhttps://www.facebook.com/LaCuisinedIZZA"
"Restaurants","La Capital Tacos - Chinatown","Restaurant/Cafe \nhttps://www.facebook.com/pages/La-Capital-Tacos/1617339285155454"
"Restaurants","Sammi & Soupe Dumplins (Qin Hua)","1909 Ste-Catherine St. W. (Downtown/Guy)"
"Restaurants","Maïs","5439 St-Laurent (Mile-End)\nhttp://restaurantmais.com/"
"Restaurants","Pizzeria Magpie","1237 Amherst (Village)\n16 Rue Maguire (Mile-End)\nhttp://www.pizzeriamagpie.com/"
"Restaurants","Landry & Filles","4764 Papineau (Plateau)\nhttp://landryetfilles.com/"
"Restaurants","Mesón","342 rue Villeray (Villeray)\nhttp://restomeson.com/"
"Restaurants","Hà","243 Av. du Mont-Royal Ouest (Plateau)\nhttp://www.restaurantha.com/"
"Restaurants","Q q (sushi)","Kanalstr. 10\n"
"Restaurants","El Celler de Can Roca (Girona, Spain)","http://cellercanroca.com/index.htm\n\nNamed number one in S. Pellegrino's The World's 50 Best Restaurants in 2013 (it fell to number two last year) and No. 5 in our list of the 101 Best Restaurants in 2014, the three brothers (chef Joan, pastry chef Jordi, and wine expert Josep) behind El Celler de Can Roca are as influenced by ""molecular gastronomy"" as they are by their parents’ cooking. You can only make your reservation within 11 months of the day you try to reserve a table, but look at the calendar on their online booking system and you’ll be met with numbers with crosses over them over and over again. \n\nYou’ll want to get on this waiting list; with dishes like ""surf and turf"" of sardines and pork jowl with sardine-bone broth and suckling pig sauce and desserts like a paper-thin sugar-blown ""apple"" filled with apple foam placed atop caramel ice cream, it is well worth the wait."
"Restaurants","Sonoma - Princeton, MA","Dad recommended: ""5 stars"""
"Restaurants","Giacomo's","Cash only, Catherine recos "
"Restaurants","Catch in Redbank",""
"Restaurants","Afhaal: Saowapa - thai","https://www.facebook.com/pages/Saowapa-Utrecht/1499557226969406"
"Restaurants","Parella coming to old Figlio/Primebar space in Calhoun Square.","http://m.vita.mn/?&id=301809701&c=y"
"Restaurants","Northeast Social","http://mobile.voiceplaces.com/northeastsocial?m_Source=redirector\nThe Northeast Social is a Restaurant and Bar located in the heart of the art district on historical 13th Ave. in Northeast Minneapolis."
